"emp_no","last_name","first_name","sex","salary"
15668,"Juneja","Zito","M",40000
15676,"Rijckaert","Ziya","M",42021
15690,"Malinowski","Shaz","M",64224
15691,"Pocchiola","Venkatesan","M",40000
15706,"Koshiba","Gad","M",46289
15707,"Speel","Richard","M",51665
15712,"Klerer","Dietrich","M",40000
15728,"Nooteboom","Jaewon","F",40000
15737,"Morrow","Hatsukazu","M",42016
15738,"Schlumberger","Heng","M",41147
15739,"Bahr","Poorav","F",54605
15744,"Solovay","Udaiprakash","M",41115
15751,"Matzke","Sorina","M",40000
15756,"Holburn","Qiwen","M",66148
15775,"Scallan","Gurbir","F",61783
15790,"Schnabel","Kokou","M",77274
15803,"Georgakopoulos","Ranan","M",52590
15806,"Kaiser","Torsten","F",52327
15817,"Frolund","Kagan","M",51665
15819,"Rajcani","Magdalena","M",63847
15833,"Pettit","Magy","M",59841
15834,"Simkin","Changho","M",47525
15844,"Salvesen","Christophe","F",51879
15845,"Felcyn","Achilleas","F",46552
15847,"Gniady","Shawna","M",40000
15848,"Gulik","Jiakeng","F",40000
15852,"Bonifati","Nathalie","M",40000
15853,"Basawa","Shai","M",73958
15865,"Otillio","Demin","M",40000
15872,"Liesche","Goa","F",48062
15891,"Ferretti","Gao","M",40000
15900,"Spinelli","Kwee","M",56675
15906,"Dechter","Zdislav","M",70327
15913,"Mattern","Shigeaki","M",58912
15914,"Attimonelli","Tsuneo","F",40000
15915,"Rahimi","Freyja","F",40000
15921,"Manderick","Ziyad","M",69675
15923,"Junet","Boutros","M",57215
15936,"Perz","Boriana","M",64177
15946,"Onuegbe","Sham","M",70769
15947,"Bierman","Amstein","M",40000
15957,"Pashtan","Steve","F",46155
15958,"Vidya","Fumino","M",86432
15968,"Montemayor","Moss","M",43672
15971,"Aloia","Arumugam","M",42963
15974,"Nollmann","Ulises","M",40000
15985,"Millington","Hailing","M",48286
15991,"Barbanera","Radhia","M",70319
16016,"Keustermans","Babette","F",40000
16021,"Ananiadou","Mary","F",66488
16023,"Marciano","Freyja","M",48282
16026,"Linnainmaa","Jessie","M",40000
16027,"Vadhan","Ramalingam","M",64292
16028,"Takkinen","JiYoung","F",53714
16029,"Schicker","Zhilian","F",52866
16034,"Conta","Pramod","M",70759
16035,"Jullig","Martial","M",49064
16041,"Hemaspaandra","Shuho","M",51503
16050,"Marrevee","Khedija","F",70164
16068,"Zongker","Leandro","M",53031
16089,"Trystram","Gay","M",65433
16096,"Wallrath","Mayuko","M",41514
16118,"Gimarc","Arno","M",40000
16125,"Alpin","Mori","F",40000
16128,"Bain","Guenter","F",40000
16131,"Braunmuhl","Cedric","M",62679
16132,"Narlikar","Reinhold","F",40000
16149,"Luit","Ennio","F",55398
16152,"Zuberek","Ewing","M",56985
16183,"Pintelas","Genta","M",43274
16196,"Casperson","Isamu","M",54276
16199,"Ritcey","Xudong","M",52274
16200,"Aloia","Eldridge","M",40000
16214,"Steenbeek","Mohamadou","F",44729
16218,"Hambrick","Lidong","M",40000
16232,"Cullers","Susumu","M",40000
16259,"Wolniewicz","Lidong","F",61899
16270,"Thorelli","Khoa","M",71078
16292,"Lakshmanan","Bluma","F",59402
16301,"Molenkamp","Yurii","M",50704
16302,"Speek","Bedir","M",40000
16306,"Nations","Gor","F",40000
16310,"Docker","Yuriy","M",70890
16311,"Baik","Chinhyun","M",40000
16313,"Wilfing","Charmane","M",40935
16314,"Ravishankar","Kamakshi","M",56634
16326,"Beerel","Suvo","F",40000
16338,"Chartres","Mayuri","F",72675
16342,"Homond","Genevieve","M",40000
16359,"Terwilliger","Shounak","M",68147
16363,"England","Avishai","M",40000
16364,"Gini","Yifei","M",73503
16375,"Begiun","Zvonko","F",77427
16402,"Spell","Salvador","M",57496
16408,"Sinicrope","Somnath","M",40000
16414,"Brookner","Tristan","M",45768
16423,"Belinskaya","Tremaine","M",75404
16424,"Sanella","Sajjan","F",68849
16440,"Sifakis","Bingning","F",40000
16447,"Savasere","Zhiguo","F",40000
16457,"DiGiano","Gudjon","F",56830
16463,"Denna","Fuqing","M",72579
16467,"Docker","Reinhold","F",40000
16481,"Rothe","Tadahiko","M",63974
16491,"Radwan","Emdad","M",40000
16493,"Cooley","Rafols","M",47636
16497,"Lorin","Tzu","F",74475
16514,"Luiz","Przemyslawa","F",43183
16531,"Ponthieu","Shounak","M",45838
16532,"Jansen","Foong","M",48795
16538,"Perng","Radhakrishnan","F",86259
16539,"Fetvedt","Gretta","M",40000
16542,"Thisen","Moti","F",61684
16560,"Oberman","Mitchel","F",68362
16561,"Swan","Zorica","F",40000
16564,"Rusterholz","Xiaopeng","M",61925
16566,"Haraldson","Jovan","M",40000
16577,"McFarlan","Lidong","M",55076
16584,"Einsfeld","Toney","M",46331
16589,"Koblick","Shaibal","M",40000
16612,"Rullman","Zhenhua","M",40000
16614,"Ghazalie","Baruch","M",40000
16625,"Mitzlaff","Pranav","M",75093
16633,"Erie","Baoqiu","M",60062
16664,"Vuskovic","Shin","M",73854
16667,"Bazzichi","Munehiko","M",63896
16669,"Harnett","Youpyo","F",52669
16696,"Rajaraman","Jenwei","F",40224
16700,"Moffat","Shigeu","M",65962
16717,"Lakshmanan","Yuguang","F",54255
16722,"Bain","Torsten","M",56854
16723,"Randt","Mohd","F",56932
16734,"Birch","Bedir","F",71996
16737,"Fairtlough","Nevin","M",42808
16740,"Oehlmann","Greger","M",64251
16741,"Kalafatis","Tzvetan","F",44142
16750,"Hinsberger","Alejandro","F",66688
16752,"Lorho","Xiaoqiu","M",57981
16761,"Vrecion","Ziva","M",40000
16762,"Bresenham","Ronnie","M",40000
16767,"Kalorkoti","Kerryn","M",50238
16775,"Fortenbacher","Kendra","F",42681
16777,"Czap","Zhongwei","M",40000
16783,"Spataro","Takahira","M",40000
16784,"Gopalakrishnan","Sadun","M",59642
16787,"Chiola","Marke","M",40000
16789,"Salinas","Bluma","M",88972
16795,"Shihab","Apostol","F",40560
16815,"Leonhardt","Satoru","M",40000
16816,"Basawa","Mabo","M",40000
16817,"Beeson","Atilio","F",40000
16837,"Chleq","Angus","M",60782
16847,"Barbanera","Kwan","F",40000
16849,"Uhrik","Kinh","M",40000
16858,"Gustavson","Akeno","M",67670
16866,"Ratnakar","Toney","F",92904
16881,"Bodoff","Christoper","F",40000
16886,"Sundgren","Wilmer","F",74790
16890,"Terkki","Nathan","F",69639
16895,"Murtagh","Dines","F",41387
16911,"Demian","Prodip","F",40000
16912,"Schonegge","Billur","M",53987
16917,"Peron","Olivera","F",51984
16936,"Baar","Vitaly","F",92101
16950,"Gien","Mads","F",40540
16954,"Apsitis","Akhilish","M",47943
16962,"Kaiser","Sastry","F",83797
16963,"Lalonde","Monique","M",40629
16971,"Penttonen","Serge","M",40000
16973,"Thisen","Vidya","F",65320
16976,"Halevi","Saddek","M",40000
16977,"Isaac","Eishiro","M",51876
17000,"Kugler","Atilio","F",54160
17009,"Jansen","Carrsten","M",75597
17014,"Waterhouse","Sadun","F",53876
17025,"Pettey","Isamu","F",40000
17035,"Eiter","Eldridge","M",52470
17049,"Georgakopoulos","Mayuko","F",40299
17052,"Asser","Lucian","F",60109
17053,"Vakili","Rosli","F",41697
17071,"Calkin","Koldo","F",40000
17075,"Speel","Nikolaos","M",40000
17077,"Quittner","Hironoby","F",72912
17106,"Kilgore","Gad","M",40000
17128,"Baba","Wuxu","M",46832
17129,"Bhattacharjee","Berthier","M",40000
17154,"Milicia","Aria","M",40000
17160,"Montemayor","Shay","F",49824
17162,"Keohane","Jessie","F",53213
17164,"Birta","Pranjal","M",42839
17172,"Riexinger","Conrado","M",62280
17174,"Ligten","Magy","M",56858
17179,"Angel","Kellyn","F",42835
17180,"Boguraev","Salvador","M",51017
17193,"Tetzlaff","Kenroku","M",68342
17200,"Chiola","Mostafa","M",68977
17211,"Conde","Conrado","F",40000
17214,"Angelov","Danel","M",70041
17215,"Langford","Junichi","M",47977
17226,"Pashtan","Teruyuki","M",64309
17234,"Oppitz","Miomir","M",59650
17240,"Menhoudj","Sven","F",40000
17245,"Milicia","Neven","F",81426
17247,"Muntz","Lunjin","M",40000
17252,"Chaudhuri","Chaosheng","F",40000
17256,"Matteis","Shigeaki","F",86773
17271,"Oxman","Udaiprakash","M",40000
17274,"Krohm","Along","M",40000
17288,"Lubachevsky","Conrado","F",44761
17342,"Castellani","Aria","M",60308
17344,"Ranum","Chiranjit","M",75367
17345,"Strandh","Duangkaew","M",40000
17347,"Collette","Shan","M",56710
17353,"Shobatake","Shigeo","F",72201
17355,"Weisert","Mingzeng","F",40000
17357,"Akiyama","Randy","M",50305
17372,"Conti","Adil","M",50227
17377,"Ambroszkiewicz","Kien","F",68008
17386,"Lamba","Hilary","M",40000
17389,"Kemmerer","Taiji","F",40000
17391,"Pews","Selwyn","F",60230
17392,"Nourani","Shan","F",46368
17394,"Marzano","Danae","M",53200
17415,"Bernatsky","Shaleah","M",54112
17430,"Hertweck","Marlo","F",40000
17449,"Isaac","Shaw","M",51943
17472,"Verhoeff","Murthy","M",40000
17477,"Marquardt","Rosine","M",45476
17480,"Chelton","Bingning","F",40000
17484,"Jakobus","Janche","M",60855
17488,"Billingsley","Leah","M",63543
17502,"Moehrke","Gor","M",40000
17504,"Comyn","Nidapan","M",41965
17513,"Barreiro","Spyrose","F",79165
17520,"Keohane","Shahab","F",40000
17522,"Yurov","Hugh","F",41832
17525,"Vecchi","Srinidhi","F",40000
17529,"Ramsey","Abdelkader","M",43008
17532,"Krone","Demin","M",91343
17539,"Uhrik","Cathie","F",60576
17541,"Vanwelkenhuysen","Margo","M",40000
17548,"Fujisaki","Xuedong","M",64350
17559,"Papastamatiou","Annemarie","M",53573
17566,"Suppi","Heather","M",61155
17568,"Barreiro","Fay","M",45495
17580,"Bruckman","Navin","M",49180
17581,"Kushner","Marl","M",40000
17588,"Schade","Siddarth","M",56584
17593,"Cherinka","Shigehito","F",40000
17596,"Garnick","Vatsa","F",55560
17597,"Vidya","Sanjai","M",63294
17618,"Picco","Teiji","F",40000
17629,"Winter","Mostafa","M",70592
17647,"Swab","Vasilis","F",75896
17663,"Ozery","Jianhui","F",59823
17674,"Braccini","Adib","M",43044
17682,"Jeansoulin","Anyuan","F",61134
17685,"Porotnikoff","Katsuyuki","M",40000
17700,"McAlpine","Adam","M",86991
17709,"Flasterstein","Aleksander","M",53762
17715,"Dayana","Patricia","M",40000
17722,"Erni","Caolyn","F",40000
17723,"Holburn","Ramya","M",79795
17726,"Fritzsche","Shaibal","F",43982
17728,"Lienhardt","Tsuneo","M",57162
17729,"Budinsky","Tremaine","F",58724
17731,"Roison","Gennady","M",68972
17734,"Matzov","Fox","F",66437
17736,"Bennis","Leif","F",40000
17739,"Chaudhury","Satoru","F",53067
17752,"Chepyzhov","Mona","F",40000
17756,"Serot","Candida","F",57748
17757,"Shobatake","Kiyomitsu","M",68843
17760,"Krichel","Marjo","F",44218
17762,"Luiz","Jahangir","M",40000
17767,"Akazan","Jianwen","F",89529
17779,"Bodoff","Abdelkader","M",40000
17782,"Improta","Ugo","M",53853
17789,"Gilg","Snehasis","F",53047
17793,"Baar","Sudhanshu","M",40000
17798,"Suessmith","Guangming","M",83096
17810,"Rousseau","Dinah","M",44685
17816,"Kenevan","Toshimo","M",74497
17820,"Biran","Florina","M",65530
17823,"Acton","Uriel","F",84978
17824,"Baaz","Navin","M",40000
17825,"Makrucki","Tran","M",43397
17828,"Zolotykh","Ger","M",40000
17829,"Whittlesey","Przemyslawa","M",77734
17832,"Ermel","Joydip","M",85110
17833,"Lodder","Mayumi","M",40000
17850,"Anily","Mabhin","M",40000
17854,"Bazelow","Shuho","F",77064
17860,"Kalsbeek","Xiong","M",40000
17864,"Grandbois","Charmane","M",88947
17865,"Syrotiuk","Djenana","F",40000
17871,"Hedayat","Ebbe","M",48561
17872,"Alvarado","Mayumi","M",49896
17904,"Pokrovskii","Supot","M",84570
17907,"Bernini","Kotesh","M",69291
17910,"Nooteboom","Jianwen","F",67700
17913,"Peck","Kotesh","F",40000
17925,"Baezner","Adamantios","F",47958
17930,"Poulakidas","Chuanti","F",83077
17939,"Ibel","Heon","F",57603
17941,"Krohm","Yakichi","M",40000
17949,"Pluym","Subbu","M",40000
17961,"Schieder","Jaber","M",96208
17964,"Pintelas","Yongqiao","M",40000
17969,"Katalagarianos","Ranga","F",75746
17975,"Gire","Gilbert","F",40000
17976,"Schapire","Jaques","M",40000
17984,"Roison","Kellyn","M",40125
17985,"Georgatos","Elgin","F",40000
17987,"Monkewich","Atreyi","F",80776
17992,"Winter","Zhonghua","F",84412
18009,"Peyn","Adin","M",40292
18015,"Munck","Zhaofang","M",60245
18022,"Esposito","Maha","M",40000
18041,"Wossner","Ioana","M",65072
18045,"Wendorf","Zengping","M",61937
18051,"Rosenbaum","Constantijn","M",40000
18058,"Brobst","Naraig","M",73520
18060,"Goldhammer","Moto","M",62560
18067,"Dayana","Masasuke","M",40000
18071,"Caine","Hairong","M",40000
18091,"Ferretti","Adly","M",77763
18092,"Perri","Fuqing","M",52019
18122,"Ghazalie","Yuguang","M",62058
18125,"Poehlman","Aron","M",64901
18135,"Bahl","Hugh","F",59507
18146,"Schiettecatte","Zhensheng","F",47428
18150,"Kulisch","Girolamo","F",69401
18154,"Niizuma","Shawna","F",47922
18180,"Murtafg","Adam","M",64478
18182,"Aamodt","Dekang","F",52180
18188,"Joslin","Jagoda","M",44560
18197,"Luks","Lihong","M",40000
18208,"Irland","Demin","M",70916
18212,"Journel","Constantino","F",40000
18213,"Larfeldt","Mabhin","M",44362
18215,"Gips","Hironoby","M",58760
18218,"Georgakopoulos","Kiyotoshi","M",58498
18237,"Tramer","Limsoon","M",40592
18238,"Maliniak","KayLiang","F",67755
18240,"Beerel","Joydip","F",40000
18246,"Asser","Fumino","F",85077
18251,"Panangaden","Alair","M",58297
18274,"Karnin","Yefim","F",63753
18281,"Barbanera","Torsten","M",67326
18282,"Bolotov","Brigham","M",40000
18285,"Manders","Sungwon","F",40222
18286,"Suessmith","Sastry","F",77005
18288,"Kushnir","Aloys","M",40000
18296,"Cesareni","Gino","M",40302
18315,"Gyimothy","King","M",65908
18323,"Tiemann","Oddvar","F",40000
18329,"Busillo","Krisda","F",40000
18331,"Junot","Danil","M",40000
18338,"Bellone","Niteen","F",53673
18340,"Swiss","Kazuhiko","F",42081
18344,"Nollmann","Jackson","M",40000
18347,"Hatcliff","Alassane","M",40000
18354,"Conia","Mostafa","M",65400
18371,"Goldhammer","Ramzi","M",49889
18376,"Stranks","Wayne","M",50047
18377,"Farris","Paraskevi","M",40000
18378,"Underwood","Mohammad","M",77594
18383,"Muhling","Oddvar","M",68788
18389,"Lalonde","Reinhard","M",40000
18396,"Luef","Uriel","M",51817
18402,"Ritzmann","Bernice","F",45396
18406,"Munoz","Chikara","F",49061
18409,"Bala","Keiichiro","M",40000
18412,"Bauknecht","Leah","M",90127
18425,"Murrill","Yaghout","M",85040
18431,"Papsdorf","Diederik","F",52920
18432,"Hiyoshi","Goetz","M",40000
18450,"Hoppenstand","Takahito","M",59963
18451,"Ecklund","Neven","M",67178
18462,"Babu","Yongqiao","F",40000
18493,"Lukaszewicz","Jongsuk","M",40000
18517,"Marshall","Xiaoheng","M",40000
18522,"Mawatari","Shaw","F",68604
18535,"Gelosh","Pasqua","M",46219
18544,"Itzfeldt","Beshir","M",53734
18557,"Rikino","Kwangsub","M",78769
18560,"Kampfer","Sadegh","M",41498
18563,"Peot","Jinya","F",53738
18583,"Honglei","Stafford","F",40000
18585,"Slobodova","Udo","M",40000
18586,"Perly","Herbert","F",84193
18606,"Piveteau","Szabolcs","M",53747
18619,"Jahnichen","Mohammad","M",40000
18643,"Bernini","Christ","M",56176
18654,"Stenning","Navid","F",40000
18656,"Iivonen","Arvind","F",61143
18659,"Portugali","Michaela","F",85236
18665,"Emmart","Makato","F",50748
18679,"Lambe","Roded","F",80953
18684,"Dulli","Kenroku","M",70754
18687,"Karlin","Serenella","M",40000
18697,"Katalagarianos","Oddvar","F",61316
18702,"Impagliazzo","Kinh","F",56913
18707,"Luca","Uta","M",62761
18737,"Kitsuregawa","Pranay","M",62141
18744,"Bugrara","Feipei","M",61614
18749,"Vecchio","Sudharsan","M",73872
18756,"Narahari","Premal","F",58164
18758,"Dratva","Randy","M",45037
18764,"Sidje","Bernardo","M",40000
18775,"Akazan","Shay","M",62152
18787,"Mukaidono","Kotesh","M",50353
18791,"Mahmud","Giao","M",40000
18804,"Sankaranarayanan","Heather","F",67047
18814,"Binding","Genevieve","M",77942
18815,"Bouloucos","Gennady","M",87881
18817,"Xiaoshan","Kristin","M",40000
18826,"Riefers","Yahiko","M",40000
18827,"Serot","Mani","F",44455
18842,"Bain","Susanne","F",47489
18843,"Thimonier","Arch","M",103901
18846,"Vural","Luise","M",40000
18852,"Cooke","Gurbir","F",40000
18853,"Ratnaker","Gonzalo","M",40000
18855,"Jonsson","Adib","M",40000
18857,"Roison","Bogdan","M",40000
18870,"Lanphier","Yoshimitsu","M",76605
18890,"Litecky","Pasqua","F",43372
18897,"Azumi","Perry","M",40000
18901,"Loncour","Mountaz","M",47876
18905,"Baca","Seongbae","M",40000
18911,"Pena","Ortrud","M",40000
18931,"Simmel","Tzvetan","F",40000
18937,"Axelband","Susanna","M",40000
18951,"Babu","IEEE","F",40000
18955,"Flexer","Ziya","F",60604
18956,"Zizka","Muzhong","F",65313
18963,"Rehfuss","Ipke","M",71935
18964,"Tiemann","Shirish","M",42245
18966,"Kaminger","Zissis","M",40000
18973,"Crabtree","Marl","M",41144
18976,"Jonsson","Vasilis","M",44162
18978,"Perin","Fox","F",42623
18990,"Badache","Maris","F",40000
18991,"Apsitis","Minghong","M",40000
19026,"Arlazarov","Zhongwei","M",85392
19027,"Nanard","Ferdinand","M",46182
19028,"Silva","Lubomir","F",61452
19034,"Vesna","Panayotis","M",53806
19035,"Bellone","Fuqing","F",45728
19040,"Douceur","Marit","M",40000
19051,"Cappello","Marek","M",70956
19060,"Guenter","Younwoo","M",59509
19067,"Usdin","Poorav","F",60688
19089,"Ellozy","Badri","M",64741
19090,"Peot","Zijian","M",43038
19097,"Zeilberger","Marsha","M",40000
19100,"Erev","Mantis","M",83308
19120,"Qiwen","Giri","F",49416
19126,"Speek","Parto","M",40000
19130,"Penz","Weiwu","M",46643
19138,"Constantine","Xiadong","M",80067
19144,"Ohori","Laurentiu","M",101263
19161,"Rosenbaum","Charlene","F",54356
19164,"Hanabata","Masamitsu","M",48481
19167,"Harbusch","Chaosheng","F",40000
19176,"Rajcani","Kien","M",60396
19188,"Baer","Marco","F",40000
19211,"Oxman","JiYoung","M",62738
19221,"Engberts","Gonzalo","M",55614
19226,"Rouquie","Jaques","M",44943
19227,"Passafiume","Subbu","F",45792
19229,"Spieker","Rutger","M",63587
19230,"Luon","Kannan","M",54403
19243,"Vitiello","Chenyi","M",58558
19251,"Kalsbeek","Yongmin","F",40000
19288,"Baja","Freyja","M",40000
19290,"Rusterholz","Leni","M",68307
19303,"Ladret","Gao","F",60140
19315,"Krogh","Remko","M",40000
19318,"Halevi","Xianlong","F",55717
19332,"Khamsi","Changho","F",66487
19340,"Percebois","Chenxi","M",50237
19345,"Kobara","Tsuneo","M",40000
19350,"Yoshizawa","Satoru","M",41182
19351,"Pardalos","Sivanarayana","M",60170
19364,"Mitina","Yuping","M",48699
19370,"Bratten","Arto","M",48009
19372,"Isaac","Temple","M",40000
19380,"Lorcy","Divier","F",40000
19383,"Oskamp","Ingemar","F",42450
19389,"Binkley","Hyuckchul","M",46632
19401,"Valiente","Yurij","M",71831
19402,"Legleitner","Berna","F",40000
19407,"Murtafg","Jamaludin","M",53204
19421,"Rosis","Duangkaew","M",40000
19422,"Budinsky","Florian","F",48435
19425,"Pettey","Xuejia","M",53627
19448,"Kaminger","Malu","M",86047
19461,"Butterworth","Masali","M",40000
19462,"Luff","Kerhong","F",43980
19477,"Tramer","Persi","F",52204
19498,"Thebaut","Uma","M",96112
19504,"Valtorta","Mingsen","M",45465
19519,"Ratzlaff","Duke","F",40000
19522,"Cappelletti","Rafail","M",40000
19523,"Czaja","Froduald","M",65602
19524,"Rosis","Emran","F",53645
19525,"Lieberherr","Nitsan","F",62609
19546,"Penz","Kwan","M",40000
19585,"Ernst","Goncalo","F",60680
19600,"Siochi","Brigham","F",47763
19616,"Uchoa","Niranjan","M",45859
19617,"Landherr","Mircea","M",43394
19618,"Zizka","Karlis","M",66285
19634,"Etalle","Phuoc","F",50862
19638,"Fargier","Baziley","M",40737
19640,"Francisci","Tonny","M",71369
19641,"Krupka","Subhrajyoti","M",45882
19652,"Pargaonkar","Masamitsu","M",40000
19658,"Moehrke","Taegyun","F",40000
19662,"Mundy","Kagan","F",52719
19664,"Khalil","JiYoung","M",40000
19671,"Penn","Toshimitsu","M",48099
19720,"Maksimenko","Kwangyoen","M",40000
19724,"Hasham","Visit","F",69399
19728,"Ramsey","Candido","F",78721
19729,"Randi","Debatosh","F",58721
19732,"Gihr","Alagu","F",40000
19760,"Luft","Boriana","M",66121
19768,"Demeyer","Barna","M",40000
19776,"Comellas","Kersti","F",40000
19786,"Pelc","Hein","M",56129
19787,"Perl","Atilio","F",40238
19792,"Pollock","Hidde","M",79531
19798,"Schmezko","Denis","M",68917
19799,"Lueh","Arno","F",46298
19830,"Cronau","Ulises","F",51450
19834,"Montemayor","Shan","F",74408
19839,"Hempstead","Tadahiro","F",40424
19849,"Serre","Weicheng","M",69889
19852,"Slobodova","Hauke","F",49066
19875,"Zongker","Van","M",40000
19877,"Shumilov","Elzbieta","M",48383
19888,"Etalle","Rance","F",68124
19893,"Chvatal","Marla","M",40000
19898,"Aamodt","Vidar","M",81410
19919,"Gornas","Chrisa","F",48679
19927,"Terlouw","Siamak","F",40000
19938,"Rindone","Premal","M",40740
19946,"Levasseur","Owen","M",54941
19955,"Conry","IEEE","M",65157
19961,"Laventhal","Yagil","F",40000
19963,"Lorys","Luise","F",40000
19965,"Heuter","Paloma","M",52902
19968,"Michaeli","Georg","M",40000
19972,"Haldar","Xiaoshan","F",40000
19974,"Pouyioutas","Maik","M",40489
19979,"Schwartzbauer","Nahum","M",90696
20007,"Setia","Deborah","F",40000
20021,"Rosen","Tadahiko","M",46016
20045,"Staylopatis","Muzhong","F",40000
20047,"Pettis","Hsiangchu","F",40000
20061,"Guting","Jiann","F",50383
20062,"Heuser","Uinam","M",63035
20077,"Benveniste","Kristen","F",82041
20086,"Harllee","Richara","M",40000
20087,"Ullian","Hatsukazu","M",41037
20092,"Smailagic","Unal","M",58845
20097,"Maccarone","Shahar","M",46883
20100,"Heuter","Utz","F",64100
